timestamp;name;ocel;filename;num_rows;num_cols;description;target_otypes;rule;graph_mode;remove_otype_loops;name_suffix;hu_otypes;resource_otypes;init_time;process_time;num_components;og_nodes;og_edges;og_components;user
20240821-130708;alloc_event_stats;hinge;20240821-130708-hinge-alloc_event_stats-Machine_ClosestTargets_obj_obj_x-356e146a.csv;38528;4;;Machine;ClosestTargets;Obj-Obj;True;Machine_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,65625;258,921875;;;;;
20240821-131154;targets_per_act_and_dist;hinge;20240821-131154-hinge-targets_per_act_and_dist-Machine_ClosestTargets_obj_obj-b8722dd0.csv;13;10;;Machine;ClosestTargets;Obj-Obj;False;Machine_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-131154;alloc_target_emissions;hinge;20240821-131154-hinge-alloc_target_emissions-Machine_ClosestTargets_obj_obj-b210a761.csv;7;2;;Machine;ClosestTargets;Obj-Obj;False;Machine_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,828125;257,5;;;;;
20240821-131154;alloc_event_stats;hinge;20240821-131154-hinge-alloc_event_stats-Machine_ClosestTargets_obj_obj-e87a5869.csv;38528;4;;Machine;ClosestTargets;Obj-Obj;False;Machine_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,828125;257,5;;;;;
20240821-131155;alloc_target_emissions;hinge;20240821-131155-hinge-alloc_target_emissions-SteelCoil_AllTargets-5a4bba7b.csv;4;2;;SteelCoil;AllTargets;;;SteelCoil_AllTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,234375;0,109375;;;;;
20240821-131155;alloc_event_stats;hinge;20240821-131155-hinge-alloc_event_stats-SteelCoil_AllTargets-b949ec45.csv;38528;2;;SteelCoil;AllTargets;;;SteelCoil_AllTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,234375;0,109375;;;;;
20240821-131157;alloc_target_emissions;hinge;20240821-131157-hinge-alloc_target_emissions-SteelCoil_ParticipatingTargets-acb260e0.csv;4;2;;SteelCoil;ParticipatingTargets;;;SteelCoil_ParticipatingTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,234375;0,546875;;;;;
20240821-131157;alloc_event_stats;hinge;20240821-131157-hinge-alloc_event_stats-SteelCoil_ParticipatingTargets-7c45718d.csv;5911;2;;SteelCoil;ParticipatingTargets;;;SteelCoil_ParticipatingTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,234375;0,546875;;;;;
20240821-131204;targets_per_act_and_dist;hinge;20240821-131204-hinge-targets_per_act_and_dist-SteelCoil_ClosestTargets_hu_hu_x-e7bc9b7b.csv;12;10;;SteelCoil;ClosestTargets;HU-HU;True;SteelCoil_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-131204;alloc_target_emissions;hinge;20240821-131204-hinge-alloc_target_emissions-SteelCoil_ClosestTargets_hu_hu_x-d660f7a1.csv;4;2;;SteelCoil;ClosestTargets;HU-HU;True;SteelCoil_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,65625;2,859375;;;;;
20240821-131204;alloc_event_stats;hinge;20240821-131204-hinge-alloc_event_stats-SteelCoil_ClosestTargets_hu_hu_x-e988359f.csv;38499;4;;SteelCoil;ClosestTargets;HU-HU;True;SteelCoil_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,65625;2,859375;;;;;
20240821-131212;targets_per_act_and_dist;hinge;20240821-131212-hinge-targets_per_act_and_dist-SteelCoil_ClosestTargets_hu_hu-f131f0e3.csv;12;10;;SteelCoil;ClosestTargets;HU-HU;False;SteelCoil_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-131212;alloc_target_emissions;hinge;20240821-131212-hinge-alloc_target_emissions-SteelCoil_ClosestTargets_hu_hu-e2ad97db.csv;4;2;;SteelCoil;ClosestTargets;HU-HU;False;SteelCoil_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;3,03125;3,453125;;;;;
20240821-131212;alloc_event_stats;hinge;20240821-131212-hinge-alloc_event_stats-SteelCoil_ClosestTargets_hu_hu-a31f2098.csv;38499;4;;SteelCoil;ClosestTargets;HU-HU;False;SteelCoil_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;3,03125;3,453125;;;;;
20240821-133102;targets_per_act_and_dist;hinge;20240821-133102-hinge-targets_per_act_and_dist-SteelCoil_ClosestTargets_obj_obj_x-c2fdc14b.csv;13;10;;SteelCoil;ClosestTargets;Obj-Obj;True;SteelCoil_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-133102;alloc_target_emissions;hinge;20240821-133102-hinge-alloc_target_emissions-SteelCoil_ClosestTargets_obj_obj_x-a663d4b2.csv;4;2;;SteelCoil;ClosestTargets;Obj-Obj;True;SteelCoil_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,203125;1073,4375;;;;;
20240821-133102;alloc_event_stats;hinge;20240821-133102-hinge-alloc_event_stats-SteelCoil_ClosestTargets_obj_obj_x-58dee63e.csv;38528;4;;SteelCoil;ClosestTargets;Obj-Obj;True;SteelCoil_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,203125;1073,4375;;;;;
20240821-135301;targets_per_act_and_dist;hinge;20240821-135301-hinge-targets_per_act_and_dist-SteelCoil_ClosestTargets_obj_obj-1a578fb0.csv;13;10;;SteelCoil;ClosestTargets;Obj-Obj;False;SteelCoil_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-135301;alloc_target_emissions;hinge;20240821-135301-hinge-alloc_target_emissions-SteelCoil_ClosestTargets_obj_obj-1803c0b4.csv;4;2;;SteelCoil;ClosestTargets;Obj-Obj;False;SteelCoil_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,453125;1199,953125;;;;;
20240821-135301;alloc_event_stats;hinge;20240821-135301-hinge-alloc_event_stats-SteelCoil_ClosestTargets_obj_obj-c65b8e3b.csv;38528;4;;SteelCoil;ClosestTargets;Obj-Obj;False;SteelCoil_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,453125;1199,953125;;;;;
20240821-135303;alloc_target_emissions;hinge;20240821-135303-hinge-alloc_target_emissions-Worker_AllTargets-8d6a4b60.csv;1;2;;Worker;AllTargets;;;Worker_AllTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,328125;0,15625;;;;;
20240821-135304;alloc_event_stats;hinge;20240821-135304-hinge-alloc_event_stats-Worker_AllTargets-956135c7.csv;38528;2;;Worker;AllTargets;;;Worker_AllTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,328125;0,15625;;;;;
20240821-135306;alloc_target_emissions;hinge;20240821-135306-hinge-alloc_target_emissions-Worker_ParticipatingTargets-f0c60956.csv;1;2;;Worker;ParticipatingTargets;;;Worker_ParticipatingTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,25;0,5625;;;;;
20240821-135306;alloc_event_stats;hinge;20240821-135306-hinge-alloc_event_stats-Worker_ParticipatingTargets-5251e5a3.csv;5858;2;;Worker;ParticipatingTargets;;;Worker_ParticipatingTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,25;0,5625;;;;;
20240821-135313;targets_per_act_and_dist;hinge;20240821-135313-hinge-targets_per_act_and_dist-Worker_ClosestTargets_hu_hu_x-ea693e9e.csv;13;10;;Worker;ClosestTargets;HU-HU;True;Worker_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-135314;alloc_target_emissions;hinge;20240821-135314-hinge-alloc_target_emissions-Worker_ClosestTargets_hu_hu_x-31ef1cfb.csv;1;2;;Worker;ClosestTargets;HU-HU;True;Worker_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;3,0625;2,234375;;;;;
20240821-135314;alloc_event_stats;hinge;20240821-135314-hinge-alloc_event_stats-Worker_ClosestTargets_hu_hu_x-fe3e9594.csv;38200;4;;Worker;ClosestTargets;HU-HU;True;Worker_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;3,0625;2,234375;;;;;
20240821-135320;targets_per_act_and_dist;hinge;20240821-135320-hinge-targets_per_act_and_dist-Worker_ClosestTargets_hu_hu-2eed0b2a.csv;13;10;;Worker;ClosestTargets;HU-HU;False;Worker_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-135320;alloc_target_emissions;hinge;20240821-135320-hinge-alloc_target_emissions-Worker_ClosestTargets_hu_hu-e48e1de1.csv;1;2;;Worker;ClosestTargets;HU-HU;False;Worker_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,921875;1,90625;;;;;
20240821-135320;alloc_event_stats;hinge;20240821-135320-hinge-alloc_event_stats-Worker_ClosestTargets_hu_hu-f48717d7.csv;38200;4;;Worker;ClosestTargets;HU-HU;False;Worker_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,921875;1,90625;;;;;
20240821-141102;targets_per_act_and_dist;hinge;20240821-141102-hinge-targets_per_act_and_dist-Worker_ClosestTargets_obj_obj_x-a52be34a.csv;13;10;;Worker;ClosestTargets;Obj-Obj;True;Worker_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-141102;alloc_target_emissions;hinge;20240821-141102-hinge-alloc_target_emissions-Worker_ClosestTargets_obj_obj_x-598d6283.csv;1;2;;Worker;ClosestTargets;Obj-Obj;True;Worker_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,9375;925,03125;;;;;
20240821-141102;alloc_event_stats;hinge;20240821-141102-hinge-alloc_event_stats-Worker_ClosestTargets_obj_obj_x-9608a84e.csv;38528;4;;Worker;ClosestTargets;Obj-Obj;True;Worker_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,9375;925,03125;;;;;
20240821-142733;targets_per_act_and_dist;hinge;20240821-142733-hinge-targets_per_act_and_dist-Worker_ClosestTargets_obj_obj-94c6d2a3.csv;13;10;;Worker;ClosestTargets;Obj-Obj;False;Worker_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-142733;alloc_target_emissions;hinge;20240821-142733-hinge-alloc_target_emissions-Worker_ClosestTargets_obj_obj-27c097d1.csv;1;2;;Worker;ClosestTargets;Obj-Obj;False;Worker_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,953125;903,15625;;;;;
20240821-142733;alloc_event_stats;hinge;20240821-142733-hinge-alloc_event_stats-Worker_ClosestTargets_obj_obj-0ddd1054.csv;38528;4;;Worker;ClosestTargets;Obj-Obj;False;Worker_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;1,953125;903,15625;;;;;
20240821-142735;alloc_target_emissions;hinge;20240821-142735-hinge-alloc_target_emissions-Workstation_AllTargets-4fb837a3.csv;3;2;;Workstation;AllTargets;;;Workstation_AllTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,3125;0,25;;;;;
20240821-142735;alloc_event_stats;hinge;20240821-142735-hinge-alloc_event_stats-Workstation_AllTargets-c578c510.csv;38528;2;;Workstation;AllTargets;;;Workstation_AllTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,3125;0,25;;;;;
20240821-142739;alloc_target_emissions;hinge;20240821-142739-hinge-alloc_target_emissions-Workstation_ParticipatingTargets-cd521a07.csv;3;2;;Workstation;ParticipatingTargets;;;Workstation_ParticipatingTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,28125;0,9375;;;;;
20240821-142739;alloc_event_stats;hinge;20240821-142739-hinge-alloc_event_stats-Workstation_ParticipatingTargets-0a131df9.csv;38499;2;;Workstation;ParticipatingTargets;;;Workstation_ParticipatingTargets;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;0,28125;0,9375;;;;;
20240821-142748;targets_per_act_and_dist;hinge;20240821-142748-hinge-targets_per_act_and_dist-Workstation_ClosestTargets_hu_hu_x-dc442308.csv;12;10;;Workstation;ClosestTargets;HU-HU;True;Workstation_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-142748;alloc_target_emissions;hinge;20240821-142748-hinge-alloc_target_emissions-Workstation_ClosestTargets_hu_hu_x-2ed2e515.csv;3;2;;Workstation;ClosestTargets;HU-HU;True;Workstation_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;4,265625;2,546875;;;;;
20240821-142748;alloc_event_stats;hinge;20240821-142748-hinge-alloc_event_stats-Workstation_ClosestTargets_hu_hu_x-2e3337be.csv;38499;4;;Workstation;ClosestTargets;HU-HU;True;Workstation_ClosestTargets_hu_hu_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;4,265625;2,546875;;;;;
20240821-142758;targets_per_act_and_dist;hinge;20240821-142758-hinge-targets_per_act_and_dist-Workstation_ClosestTargets_hu_hu-74046c40.csv;12;10;;Workstation;ClosestTargets;HU-HU;False;Workstation_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-142758;alloc_target_emissions;hinge;20240821-142758-hinge-alloc_target_emissions-Workstation_ClosestTargets_hu_hu-14405986.csv;3;2;;Workstation;ClosestTargets;HU-HU;False;Workstation_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;4,46875;2,109375;;;;;
20240821-142759;alloc_event_stats;hinge;20240821-142759-hinge-alloc_event_stats-Workstation_ClosestTargets_hu_hu-04bbdf27.csv;38499;4;;Workstation;ClosestTargets;HU-HU;False;Workstation_ClosestTargets_hu_hu;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;4,46875;2,109375;;;;;
20240821-142856;targets_per_act_and_dist;hinge;20240821-142856-hinge-targets_per_act_and_dist-Workstation_ClosestTargets_obj_obj_x-4d266a82.csv;13;10;;Workstation;ClosestTargets;Obj-Obj;True;Workstation_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-142856;alloc_target_emissions;hinge;20240821-142856-hinge-alloc_target_emissions-Workstation_ClosestTargets_obj_obj_x-843d0dcb.csv;3;2;;Workstation;ClosestTargets;Obj-Obj;True;Workstation_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,828125;41,78125;;;;;
20240821-142856;alloc_event_stats;hinge;20240821-142856-hinge-alloc_event_stats-Workstation_ClosestTargets_obj_obj_x-74c2f4ab.csv;38528;4;;Workstation;ClosestTargets;Obj-Obj;True;Workstation_ClosestTargets_obj_obj_x;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,828125;41,78125;;;;;
20240821-142936;targets_per_act_and_dist;hinge;20240821-142936-hinge-targets_per_act_and_dist-Workstation_ClosestTargets_obj_obj-2bccf7cc.csv;13;10;;Workstation;ClosestTargets;Obj-Obj;False;Workstation_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;;;;;;;
20240821-142936;alloc_target_emissions;hinge;20240821-142936-hinge-alloc_target_emissions-Workstation_ClosestTargets_obj_obj-4261d3d8.csv;3;2;;Workstation;ClosestTargets;Obj-Obj;False;Workstation_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,890625;31,734375;;;;;
20240821-142936;alloc_event_stats;hinge;20240821-142936-hinge-alloc_event_stats-Workstation_ClosestTargets_obj_obj-e624d48f.csv;38528;4;;Workstation;ClosestTargets;Obj-Obj;False;Workstation_ClosestTargets_obj_obj;FemalePart, FormedPart, Hinge, HingePack, MalePart, SteelPin, SteelSheet;Facility, Machine, SteelCoil, Worker, Workstation;2,890625;31,734375;;;;;
20240821-144537;alloc_target_emissions;containerLogistics;20240821-144537-containerLogistics-alloc_target_emissions-Container_AllTargets-6ccac784.csv;1996;2;;Container;AllTargets;;;Container_AllTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,203125;0,109375;;;;;
20240821-144537;alloc_event_stats;containerLogistics;20240821-144537-containerLogistics-alloc_event_stats-Container_AllTargets-097fcaf2.csv;35351;2;;Container;AllTargets;;;Container_AllTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,203125;0,109375;;;;;
20240821-144539;alloc_target_emissions;containerLogistics;20240821-144539-containerLogistics-alloc_target_emissions-Container_ParticipatingTargets-d0f4060e.csv;1996;2;;Container;ParticipatingTargets;;;Container_ParticipatingTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,296875;0,765625;;;;;
20240821-144539;alloc_event_stats;containerLogistics;20240821-144539-containerLogistics-alloc_event_stats-Container_ParticipatingTargets-8a88e4a7.csv;23007;2;;Container;ParticipatingTargets;;;Container_ParticipatingTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,296875;0,765625;;;;;
20240821-144543;targets_per_act_and_dist;containerLogistics;20240821-144543-containerLogistics-targets_per_act_and_dist-Container_ClosestTargets_hu_hu_x-a49a4cf3.csv;16;10;;Container;ClosestTargets;HU-HU;True;Container_ClosestTargets_hu_hu_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;;;;;;;
20240821-144543;alloc_target_emissions;containerLogistics;20240821-144543-containerLogistics-alloc_target_emissions-Container_ClosestTargets_hu_hu_x-1452e9b2.csv;1996;2;;Container;ClosestTargets;HU-HU;True;Container_ClosestTargets_hu_hu_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;1,515625;1,5;;;;;
20240821-144543;alloc_event_stats;containerLogistics;20240821-144543-containerLogistics-alloc_event_stats-Container_ClosestTargets_hu_hu_x-ceda0f1e.csv;35326;4;;Container;ClosestTargets;HU-HU;True;Container_ClosestTargets_hu_hu_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;1,515625;1,5;;;;;
20240821-144547;targets_per_act_and_dist;containerLogistics;20240821-144547-containerLogistics-targets_per_act_and_dist-Container_ClosestTargets_hu_hu-4a5ae018.csv;16;10;;Container;ClosestTargets;HU-HU;False;Container_ClosestTargets_hu_hu;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;;;;;;;
20240821-144547;alloc_target_emissions;containerLogistics;20240821-144547-containerLogistics-alloc_target_emissions-Container_ClosestTargets_hu_hu-281ea760.csv;1996;2;;Container;ClosestTargets;HU-HU;False;Container_ClosestTargets_hu_hu;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;1,765625;1,515625;;;;;
20240821-144547;alloc_event_stats;containerLogistics;20240821-144547-containerLogistics-alloc_event_stats-Container_ClosestTargets_hu_hu-36563d7b.csv;35326;4;;Container;ClosestTargets;HU-HU;False;Container_ClosestTargets_hu_hu;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;1,765625;1,515625;;;;;
20240821-144603;targets_per_act_and_dist;containerLogistics;20240821-144603-containerLogistics-targets_per_act_and_dist-Container_ClosestTargets_obj_obj_x-c9a6d0e0.csv;16;10;;Container;ClosestTargets;Obj-Obj;True;Container_ClosestTargets_obj_obj_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;;;;;;;
20240821-144603;alloc_target_emissions;containerLogistics;20240821-144603-containerLogistics-alloc_target_emissions-Container_ClosestTargets_obj_obj_x-e22fd782.csv;1996;2;;Container;ClosestTargets;Obj-Obj;True;Container_ClosestTargets_obj_obj_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;2,0625;12,46875;;;;;
20240821-144603;alloc_event_stats;containerLogistics;20240821-144603-containerLogistics-alloc_event_stats-Container_ClosestTargets_obj_obj_x-45b40b5e.csv;35326;4;;Container;ClosestTargets;Obj-Obj;True;Container_ClosestTargets_obj_obj_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;2,0625;12,46875;;;;;
20240821-144619;targets_per_act_and_dist;containerLogistics;20240821-144619-containerLogistics-targets_per_act_and_dist-Container_ClosestTargets_obj_obj-30b3964d.csv;16;10;;Container;ClosestTargets;Obj-Obj;False;Container_ClosestTargets_obj_obj;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;;;;;;;
20240821-144619;alloc_target_emissions;containerLogistics;20240821-144619-containerLogistics-alloc_target_emissions-Container_ClosestTargets_obj_obj-2ea5e35b.csv;1996;2;;Container;ClosestTargets;Obj-Obj;False;Container_ClosestTargets_obj_obj;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;2,34375;12,296875;;;;;
20240821-144619;alloc_event_stats;containerLogistics;20240821-144619-containerLogistics-alloc_event_stats-Container_ClosestTargets_obj_obj-695a7a91.csv;35326;4;;Container;ClosestTargets;Obj-Obj;False;Container_ClosestTargets_obj_obj;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;2,34375;12,296875;;;;;
20240821-144620;alloc_target_emissions;containerLogistics;20240821-144620-containerLogistics-alloc_target_emissions-Customer Order_AllTargets-87d0bec1.csv;600;2;;Customer Order;AllTargets;;;Customer Order_AllTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,15625;0,09375;;;;;
20240821-144620;alloc_event_stats;containerLogistics;20240821-144620-containerLogistics-alloc_event_stats-Customer Order_AllTargets-7de9de79.csv;35351;2;;Customer Order;AllTargets;;;Customer Order_AllTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,15625;0,09375;;;;;
20240821-144621;alloc_target_emissions;containerLogistics;20240821-144621-containerLogistics-alloc_target_emissions-Customer Order_ParticipatingTargets-0eaa7cd5.csv;600;2;;Customer Order;ParticipatingTargets;;;Customer Order_ParticipatingTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,1875;0,390625;;;;;
20240821-144621;alloc_event_stats;containerLogistics;20240821-144621-containerLogistics-alloc_event_stats-Customer Order_ParticipatingTargets-c5ff88b6.csv;1194;2;;Customer Order;ParticipatingTargets;;;Customer Order_ParticipatingTargets;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,1875;0,390625;;;;;
20240821-144626;targets_per_act_and_dist;containerLogistics;20240821-144626-containerLogistics-targets_per_act_and_dist-Customer Order_ClosestTargets_hu_hu_x-f6de6405.csv;16;10;;Customer Order;ClosestTargets;HU-HU;True;Customer Order_ClosestTargets_hu_hu_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;;;;;;;
20240821-144626;alloc_target_emissions;containerLogistics;20240821-144626-containerLogistics-alloc_target_emissions-Customer Order_ClosestTargets_hu_hu_x-558c9d5c.csv;600;2;;Customer Order;ClosestTargets;HU-HU;True;Customer Order_ClosestTargets_hu_hu_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,484375;3,796875;;;;;
20240821-144626;alloc_event_stats;containerLogistics;20240821-144626-containerLogistics-alloc_event_stats-Customer Order_ClosestTargets_hu_hu_x-7ecfe7f4.csv;35351;4;;Customer Order;ClosestTargets;HU-HU;True;Customer Order_ClosestTargets_hu_hu_x;Container, Customer Order, Handling Unit, Transport Document;Forklift, Truck, Vehicle;0,484375;3,796875;;;;;
